customerID,MultipleLines
9531-NSBMR,No
6260-ONULR,No
4389-UEFCZ,Yes
8711-LOBKY,No
9134-CEQMF,No
8985-OOPOS,No
8800-ZKRFW,Yes
2616-FLVQC,No
9968-FFVVH,Yes
3108-PCCGG,Yes
7993-PYKOF,No
8390-FESFV,Yes
3022-BEXHZ,Yes
5027-XWQHA,No
6248-TKCQV,Yes
6729-GDNGC,No
6198-ZFIOJ,Yes
4566-QVRRW,No
1291-CUOCY,Yes
9795-SHUHB,No
3230-IUALN,No
0042-RLHYP,No
8519-IMDHU,Yes
4945-RVMTE,No
0201-OAMXR,Yes
1866-NXPSP,No
3372-KWFBM,Yes
7831-QGOXH,Yes
6393-WRYZE,Yes
1661-CZBAU,Yes
6599-RCLCJ,Yes
9831-BPFRI,Yes
5158-RIVOP,No
9788-YTFGE,No
9277-JOOMO,Yes
1907-YLNYW,No
1725-MIMXW,No
8947-YRTDV,No
3161-ONRWK,No
0114-RSRRW,No
4565-NLZBV,Yes
0031-PVLZI,No
7206-GZCDC,No
4791-QRGMF,Yes
6475-VHUIZ,No
3910-MRQOY,No
0661-WCQNQ,No
4656-CAURT,Yes
4671-LXRDQ,No
3733-LSYCE,No
6265-FRMTQ,No
1934-SJVJK,No
3838-OZURD,Yes
9269-CQOOL,No
2017-CCBLH,No
7690-KPNCU,No
0536-BGFMZ,No
2293-IJWPS,Yes
2845-HSJCY,Yes
5469-NUJUR,No
1184-PJVDB,No
4102-HLENU,Yes
7266-GSSJX,No
7073-QETQY,No
9415-DPEWS,Yes
5624-RYAMH,No
0196-JTUQI,Yes
7130-YXBRO,Yes
9272-LSVYH,No
7943-RQCHR,Yes
3793-MMFUH,Yes
3249-ZPQRG,Yes
2568-BRGYX,No
3084-DOWLE,Yes
1084-MNSMJ,No
7249-WBIYX,Yes
4238-HFHSN,Yes
6250-CGGUN,No
5478-JJVZK,Yes
7596-IIWYC,No
6567-HOOPW,No
9793-WECQC,No
4291-HPAXL,No
8999-YPYBV,No
1839-FBNFR,No
3164-AALRN,No
3071-MVJCD,Yes
1697-BCSHV,Yes
1131-SUEKT,No
3717-OEAUQ,No
4538-WNTMJ,Yes
3334-CTHOL,Yes
4704-ERYFC,No
9432-RUVSL,No
8060-HIWJJ,Yes
7684-XSZIY,Yes
9089-UOWJG,No
8621-MNIHH,Yes
8039-ACLPL,No
9885-AIBVB,Yes
1934-MKPXS,No
2592-YKDIF,No
2272-JKMSI,Yes
0471-LVHGK,Yes
9518-RWHZL,Yes
8714-CTZJW,No
3569-EDBPQ,Yes
3131-NWVFJ,No
7521-YXVZY,No
5419-CONWX,No
2373-NTKOD,No
1970-KKFWL,Yes
6960-HVYXR,Yes
9337-SRRNI,Yes
5678-VFNEQ,Yes
5977-CKHON,Yes
7024-OHCCK,Yes
2692-BUCFV,No
7861-UVUFT,No
1830-GGFNM,Yes
5302-BDJNT,Yes
5223-UZAVK,No
5651-WYIPH,No
9350-VLHMB,Yes
3498-LZGQZ,No
8785-CJSHH,Yes
5357-TZHPP,Yes
3870-SPZSI,Yes
0680-DFNNY,Yes
7560-QRBXH,No
7077-XJMET,No
8752-GHJFU,Yes
6896-SRVYQ,No
7767-UXAGJ,Yes
4652-ODEVH,Yes
6510-UPNKS,Yes
6718-BDGHG,Yes
9046-DQMTP,No
6439-LAJXL,No
1571-SAVHK,Yes
9052-VKDUW,Yes
9546-CQJSU,Yes
1666-JZPZT,Yes
5777-KJIRB,No
0506-LVNGN,No
7677-SJJJK,No
2480-EJWYP,Yes
3253-HKOKL,No
7055-HNEOJ,No
5514-YQENT,No
3211-AAPKX,Yes
8445-DNBAE,Yes
2951-QOQTK,Yes
2958-NHPPS,No
6806-YDEUL,No
1735-XMJVH,No
6890-PFRQX,Yes
5899-OUVKV,No
8681-ICONS,No
1621-YNCJH,Yes
3473-XIIIT,Yes
6362-QHAFM,Yes
7893-IXHRQ,No
3070-BDOQC,No
2952-QAYZF,Yes
6234-PFPXL,Yes
9824-QCJPK,No
4763-PGDPO,No
4283-IVYCI,No
1866-OBPNR,No
8205-MQUGY,No
8970-ANWXO,Yes
9480-BQJEI,Yes
5394-SVGJV,Yes
6979-TNDEU,No
9777-WJJPR,Yes
9283-LZQOH,Yes
7079-QRCBC,Yes
9495-SKLKD,Yes
6048-UWKAL,Yes
5067-DGXLL,No
5469-CTCWN,Yes
9851-QXEEQ,Yes
9290-SHCMB,No
0743-HNPFG,No
2277-BKJKN,No
9809-IMGCQ,Yes
5208-HFSBT,No
5035-PGZXH,Yes
8695-WDYEA,No
6543-JXSOO,No
8016-ZMGMO,Yes
8605-ITULD,No
3254-YRILK,Yes
6416-YJTTB,No
2667-WYLWJ,No
4472-VESGY,Yes
3195-TQDZX,No
3128-YOVTD,No
0529-ONKER,Yes
1728-CXQBE,Yes
5014-GSOUQ,No
5724-BIDBU,Yes
0481-SUMCB,Yes
1769-GRUIK,No
5240-IJOQT,Yes
7427-AUFPY,No
2811-POVEX,No
1092-GANHU,No
7898-PDWQE,Yes
9972-EWRJS,No
9314-IJWSQ,Yes
5799-JRCZO,No
1921-KYSAY,Yes
6198-RTPMF,Yes
2924-KHUVI,Yes
1925-GMVBW,No
6184-DYUOB,No
9207-ZPANB,Yes
5766-XQXMQ,No
9327-QSDED,No
1656-DRSMG,Yes
3012-VFFMN,No
2984-AFWNC,No
0640-YJTPY,No
8096-LOIST,No
9764-REAFF,No
3703-VAVCL,No
7107-UBYKY,Yes
4881-GQJTW,No
8519-QJGJD,No
7876-DNYAP,No
7905-NJMXS,Yes
2882-WDTBA,No
2091-GPPIQ,Yes
6326-MTTXK,Yes
5071-FBJFS,No
2796-UUZZO,No
2429-AYKKO,No
9798-OPFEM,No
0330-IVZHA,No
3794-NFNCH,No
5193-QLVZB,Yes
7114-AEOZE,No
2886-KEFUM,Yes
5522-NYKPB,No
4237-RLAQD,No
9957-YODKZ,Yes
6518-KZXCB,Yes
2245-ADZFJ,Yes
7776-QGYJC,No
9313-QOLTZ,No
9651-GTSAQ,No
3186-BAXNB,No
4672-FOTSD,Yes
0637-YLETY,Yes
9818-XQCUV,No
1157-BQCUW,Yes
3223-DWFIO,No
2660-EMUBI,Yes
6968-GMKPR,No
4751-ERMAN,No
1436-ZMJAN,No
3292-PBZEJ,Yes
0799-DDIHE,No
3070-FNFZQ,No
2812-SFXMJ,No
7675-OZCZG,No
5014-WUQMG,No
5312-TSZVC,No
2003-CKLOR,No
0993-OSGPT,No
9254-RBFON,No
1205-WNWPJ,No
9391-EOYLI,No
7108-DGVUU,Yes
5127-BZENZ,Yes
2720-FVBQP,Yes
4522-XRWWI,Yes
3766-EJLFL,Yes
5939-SXWHM,Yes
8152-UOBNY,Yes
7351-KYHQH,No
7643-RCHXS,No
8246-SHFGA,No
8387-MOJJT,No
0620-XEFWH,No
6485-QXWWE,Yes
2761-OCIAX,No
7321-VGNKU,No
5327-CNLUQ,Yes
7552-KEYGT,No
5816-JMLGY,No
3068-OMWZA,Yes
2927-QRRQV,Yes
6032-KRXXO,No
7459-RRWQZ,Yes
6265-SXWBU,Yes
7941-RCJOW,No
6374-NTQLP,No
4154-AQUGT,No
2387-KDZQY,No
3584-WKTTW,Yes
3399-BMLVW,No
1971-DTCZB,Yes
3092-IGHWF,Yes
3374-PZLXD,No
2812-REYAT,No
6518-PPLMZ,No
4939-KYYPY,Yes
8017-LXHFA,No
5930-GBIWP,Yes
6352-TWCAU,Yes
2361-UPSND,No
6035-RIIOM,Yes
2929-QNSRW,Yes
1262-OPMFY,No
9504-DSHWM,Yes
5035-BVCXS,No
6267-DCFFZ,Yes
3533-UVMOM,No
2439-LYPMQ,Yes
4248-QPAVC,Yes
1899-VXWXM,Yes
1478-VPOAD,No
2988-PLAHS,No
1371-OJCEK,Yes
8883-ANODQ,Yes
4690-LLKUA,No
2351-RRBUE,No
5980-BDHPY,Yes
1498-DQNRX,No
9469-WEJBT,No
3331-HQDTW,Yes
9490-DFPMD,Yes
2581-VKIRT,Yes
5442-XSDCW,No
7426-WEIJX,Yes
2851-MMUTZ,No
3049-NDXFL,Yes
8580-AECUZ,No
6625-FLENO,No
2967-MXRAV,No
7963-GQRMY,No
8189-HBVRW,Yes
4163-KIUHY,Yes
1228-FZFRV,Yes
3500-NSDOA,Yes
1171-TYKUR,Yes
3761-FLYZI,Yes
2058-DCJBE,No
5364-XYIRR,Yes
4829-AUOAX,Yes
1219-NNDDO,Yes
8388-DMKAE,No
4403-BWPAY,Yes
9659-QEQSY,Yes
5405-ZMYXQ,Yes
5047-LHVLY,No
1442-OKRJE,No
4737-AQCPU,Yes
9158-VCTQB,Yes
2808-CHTDM,Yes
6311-UEUME,No
0793-TWELN,Yes
3283-WCWXT,Yes
1060-ENTOF,Yes
0999-QXNSA,No
5451-MHQOF,Yes
4836-WNFNO,Yes
9225-BZLNZ,Yes
0354-VXMJC,No
4422-QVIJA,Yes
9365-SRSZE,No
6839-ITVZJ,Yes
8332-OSJDW,Yes
4735-BJKOU,No
5740-YHGTW,Yes
8917-SZTTJ,No
7359-WWYJV,Yes
4906-ZHGPK,Yes
8593-WHYHV,Yes
3795-GWTRD,No
1298-PHBTI,Yes
6223-DHJGV,No
6961-MJKBO,No
6097-EQISJ,Yes
4423-YLHDV,Yes
0107-YHINA,Yes
4918-FYJNT,Yes
0727-BNRLG,Yes
4854-CIDCF,No
8640-SDGKB,No
3280-MRDOF,Yes
6435-SRWBJ,Yes
9964-WBQDJ,Yes
6303-KFWSL,Yes
1702-CCFNJ,Yes
8932-CZHRQ,Yes
0386-CWRGM,No
5515-RUGKN,No
0404-AHASP,No
7279-NMVJC,No
2081-VEYEH,No
6407-UTSLV,No
4116-TZAQJ,No
2587-YNLES,No
7398-SKNQZ,Yes
5935-FCCNB,Yes
1958-RNRKS,Yes
5136-RGMZO,Yes
8345-MVDYC,No
8226-BXGES,Yes
3877-JRJIP,Yes
8375-DKEBR,No
9705-IOVQQ,Yes
1015-OWJKI,No
2040-XBAVJ,Yes
7551-JOHTI,No
8887-IPQNC,No
8646-JCOMS,Yes
9804-ICWBG,No
1222-KJNZD,No
0106-GHRQR,Yes
5318-IXUZF,No
3768-VHXQO,Yes
8952-WCVCD,No
2418-TPEUN,No
3963-RYFNS,Yes
3198-VELRD,Yes
8540-ZQGEA,No
1320-REHCS,Yes
4137-JOPHL,No
9436-ZBZCT,Yes
7801-CEDNV,No
2057-BOYKM,Yes
3658-QQJYD,No
1803-BGNBD,No
0134-XWXCE,No
6950-TWMYB,No
5848-FHRFC,No
2243-FNMMI,No
2511-MORQY,Yes
5356-KZCKT,Yes
9470-XCCEM,Yes
6519-CFDBX,No
3902-MIVLE,Yes
0409-WTMPL,Yes
8763-KIAFH,No
3669-WHAFY,Yes
3055-VTCGS,No
3144-KMTWZ,Yes
7279-BUYWN,Yes
7156-MHUGY,No
7198-GLXTC,No
2007-QVGAW,No
5207-PLSTK,No
2307-FYNNL,Yes
5605-XNWEN,Yes
2155-AMQRX,Yes
6181-AXXYF,Yes
5091-HFAZW,No
0516-VRYBW,No
2519-LBNQL,Yes
8623-ULFNQ,Yes
8380-PEFPE,No
5687-DKDTV,No
1568-LJSZU,Yes
7530-HDYDS,No
7789-HKSBS,Yes
7416-CKTEP,No
3096-IZETN,No
2348-KCJLT,No
8401-EMUWF,Yes
4193-IBKSW,Yes
5377-NDTOU,Yes
5922-ABDVO,Yes
2474-LCNUE,Yes
0839-QNXME,No
3506-OVLKD,Yes
9172-ANCRX,Yes
6650-VJONK,No
2178-PMGCJ,No
6016-LVTJQ,No
7860-KSUGX,Yes
8966-KZXXA,Yes
6910-HADCM,No
4816-LXZYW,Yes
9606-PBKBQ,Yes
5149-QYTTU,Yes
2070-XYMFH,Yes
2085-BOJKI,No
0817-HSUSE,No
5442-PPTJY,No
1927-QEWMY,No
1663-MHLHE,No
5663-QBGIS,Yes
4450-MDZFX,Yes
7554-AKDQF,No
3536-IQCTX,Yes
4911-BANWH,Yes
8496-EJAUI,No
0794-YVSGE,No
5423-BHIXO,Yes
6908-VVYHM,Yes
1839-UMACK,Yes
3030-YDNRM,Yes
7321-KKSDU,No
3402-XRIUO,Yes
8286-AFUYI,No
8080-DDEMJ,No
8356-WUAOJ,No
6365-MTGZX,No
1349-WXNGG,No
8058-DMYRU,Yes
9350-ZXYJC,Yes
6990-YNRIO,Yes
8958-JPTRR,Yes
6959-GQEGV,No
3173-WSSUE,No
1265-HVPZB,No
7369-TRPFD,No
1098-KFQEC,No
7190-XHTWJ,No
0621-TWIEM,No
3537-RYBHH,Yes
3669-OYSJI,No
1612-EOHDH,No
5296-BFCYD,No
4510-PYUSH,No
9359-JANWS,No
7517-SAWMO,No
4143-HHPMK,No
3279-DYZQM,No
7054-LGEQW,No
9575-IWCAZ,Yes
7105-MXJLL,No
7064-FRRSW,Yes
7940-UQQUG,Yes
0923-PNFUB,No
3961-SXAXY,No
7010-BRBUU,Yes
3566-HJGPK,No
3062-ICYZQ,Yes
9938-PRCVK,No
0973-KYVNF,No
5129-HHMZC,Yes
9637-CDTKZ,Yes
3946-JEWRQ,Yes
7873-CVMAW,Yes
0463-WZZKO,No
3494-JCHRQ,No
6474-FVJLC,Yes
5832-EXGTT,No
8840-DQLGN,Yes
2039-JONDJ,No
7217-JYHOQ,No
6695-FRVEC,No
4547-LYTDD,Yes
9894-QMIMJ,No
6770-XUAGN,No
4193-ORFCL,No
3466-WAESX,Yes
3638-VBZTA,Yes
7459-IMVYU,Yes
7776-QWNFX,No
6689-TCZHQ,No
8563-OYMQY,No
0754-EEBDC,No
5777-ZPQNC,No
1951-IEYXM,Yes
3318-NMQXL,No
3143-ILDAL,Yes
1022-RKXDR,Yes
2272-UOINI,No
8232-UTFOZ,No
3750-YHRYO,No
5668-MEISB,Yes
0129-QMPDR,No
7188-CBBBA,Yes
5356-CSVSQ,Yes
3221-CJMSG,No
4720-VSTSI,Yes
3219-JQRSL,Yes
2801-NISEI,No
3946-MHCZW,No
4623-ZKHLY,No
6732-VAILE,Yes
8201-AAXCB,Yes
7696-CFTAT,No
1845-CSBRZ,Yes
2123-VSCOT,Yes
6651-AZVTJ,Yes
4566-GOLUK,Yes
2484-DGXPZ,No
2018-QKYGT,No
2792-VPPET,No
7409-JURKQ,Yes
3247-MHJKM,No
1964-SVLEA,No
4587-NUKOX,No
7297-DVYGA,No
2239-CGBUZ,No
0854-UYHZD,No
7243-LCGGZ,No
8267-KFGYD,No
4890-VMUAV,Yes
9261-WDCAF,No
3764-MNMOI,No
7442-YGZFK,Yes
8229-BUJHX,No
7449-HVPIV,Yes
5504-WSIUR,Yes
8183-ONMXC,No
8466-PZBLH,Yes
9614-RMGHA,Yes
8735-IJJEG,No
0564-MUUQK,Yes
5054-IEXZT,No
5834-ASPWA,Yes
0701-RFGFI,Yes
0019-EFAEP,Yes
5619-PTMIK,Yes
3737-XBQDD,Yes
5846-QFDFI,Yes
4445-KWOKW,Yes
3511-APPBJ,No
7967-HYCDE,No
2430-RRYUW,No
3948-XHGNA,No
3723-BFBGR,Yes
0565-IYCGT,Yes
5447-WZAFP,No
5445-UTODQ,No
4425-OWHWB,No
7892-QVYKW,Yes
9675-ICXCT,No
1024-VRZHF,Yes
4703-MQYKT,No
9497-QCMMS,Yes
5692-ICXLW,Yes
0602-DDUML,No
2208-MPXIO,No
1960-UYCNN,Yes
0348-SDKOL,Yes
3190-FZATL,No
7336-RLLRH,Yes
4373-MAVJG,Yes
7710-JSYOA,Yes
5419-KLXBN,No
3424-NMNBO,Yes
4514-GFCFI,Yes
0607-MVMGC,Yes
3365-SAIGS,No
9828-AOQLM,No
8022-BECSI,No
8000-REIQB,No
9993-LHIEB,No
0266-CLZKZ,Yes
3858-VOBET,Yes
7020-OZKXZ,No
3977-QCRSL,No
1447-PJGGA,No
8565-CLBZW,Yes
9139-WQQDY,Yes
0224-HJAPT,Yes
8086-OVPWV,No
9430-FRQOC,Yes
7639-OPLNG,Yes
3074-GQWYX,Yes
1492-QGCLU,Yes
6845-RGTYS,Yes
7328-OWMOM,No
4418-LZMSV,No
5155-AZQPB,Yes
8861-HGGKB,Yes
1087-GRUYI,No
7065-YUNRY,No
7694-VLBWQ,Yes
2546-KZAAT,No
0181-RITDD,No
5989-PGKJB,No
4795-KTRTH,Yes
8272-ONJLV,No
1488-PBLJN,Yes
0308-GIQJT,Yes
3778-FOAQW,No
4452-ROHMO,No
6481-OGDOO,No
3090-LETTY,Yes
3753-TSEMP,No
8305-VHZBZ,No
9720-JJJOR,No
8100-HZZLJ,No
8775-ERLNB,Yes
8309-IEYJD,No
9172-JITSM,No
6298-QDFNH,Yes
7398-HPYZQ,Yes
3546-GHEAE,No
7361-YPXFS,Yes
6557-BZXLQ,No
2550-QHZGP,No
7519-JTWQH,Yes
8543-MSDMF,No
9961-JBNMK,No
1170-SASML,Yes
5346-BZCHP,No
2038-LLMLM,Yes
6173-ITPWD,Yes
9734-UYXQI,Yes
1216-BGTSP,Yes
4138-NAXED,Yes
2189-UXTKY,Yes
0744-BIKKF,Yes
7483-IQWIB,Yes
5248-KWLAR,Yes
4958-GZWIY,No
7996-MHXLW,Yes
7833-PKIHD,No
7061-OVMIM,No
5153-RTHKF,Yes
1852-QSWCD,Yes
4832-VRBMR,Yes
9079-LWTFD,Yes
6356-ELRKD,No
8624-GIOUT,Yes
3392-EHMNK,Yes
5986-WWXDV,No
3061-BCKYI,No
6179-GJPSO,No
7901-TBKJX,Yes
7228-PAQPD,No
3177-LASXD,No
7746-QYVCO,No
5804-HYIEZ,Yes
9919-FZDED,Yes
5934-TSSAU,No
3486-KHMLI,Yes
4897-QSUYC,No
1084-UQCHV,No
8290-YWKHZ,Yes
2955-BJZHG,No
6784-XYJAE,Yes
8957-THMOA,No
2251-PYLPB,Yes
5555-RNPGT,Yes
1057-FOGLZ,No
9300-RENDD,No
0761-AETCS,No
8087-LGYHQ,No
4137-BTIKL,Yes
2190-BCXEC,Yes
6227-FBDXH,Yes
2153-MREFK,Yes
2911-WDXMV,Yes
7206-PQBBZ,No
3106-ULWFW,Yes
0925-VYDLG,Yes
4547-FZJWE,No
7422-WNBTY,Yes
0842-IWYCP,No
3521-HTQTV,Yes
3744-ZBHON,No
3373-DIUUN,No
8383-SGHJU,Yes
7607-QKKTJ,Yes
7707-PYBBH,No
8984-HPEMB,Yes
4349-GFQHK,Yes
9779-DPNEJ,No
9805-FILKB,No
5793-YOLJN,No
0673-IGUQO,No
4123-FCVCB,Yes
8819-IMISP,Yes
8311-UEUAB,Yes
5858-EAFCZ,No
1163-ONYEY,Yes
9787-XVQIU,Yes
8945-MUQUF,Yes
6082-OQFBA,No
8051-HJRLT,No
8974-OVACP,No
4010-YLMVT,Yes
1379-FRVEB,Yes
8612-GXIDD,Yes
6288-CHQJB,No
8160-HOWOX,No
3023-GFLBR,Yes
6648-INWPS,No
4223-BKEOR,No
4079-VTGLK,Yes
1763-WQFUK,No
1391-UBDAR,No
8894-JVDCV,Yes
2023-VQFDL,No
1345-GKDZZ,No
2014-MKGMH,Yes
5628-FCGYG,Yes
2560-WBWXF,Yes
0248-IPDFW,Yes
7978-DKUQH,No
4335-UPJSI,No
0524-IAVZO,Yes
2737-YNGYW,No
1784-EZDKJ,Yes
9297-FVVDH,Yes
8007-YYPWD,Yes
7101-HRBLJ,No
5159-YFPKQ,No
6635-CPNUN,Yes
4021-RQSNY,Yes
5453-YBTWV,No
5039-LZRQT,No
2931-VUVJN,Yes
9061-TIHDA,Yes
8699-ASUFO,Yes
6418-PIQSP,No
8220-OCUFY,No
3995-WFCSM,No
1895-QTKDO,No
2038-OEQZH,No
1178-PZGAB,No
7927-AUXBZ,No
2626-VEEWG,No
2878-RMWXY,Yes
1657-DYMBM,No
7311-MQJCH,No
7375-WMVMT,No
1136-XGEQU,Yes
2530-FMFXO,Yes
6844-DZKRF,No
4695-WJZUE,Yes
7619-ODSGN,Yes
5970-GHJAW,No
8879-XUAHX,Yes
4195-PNGZS,Yes
5003-XZWWO,Yes
3988-RQIXO,No
7622-FWGEW,No
6922-NCEDI,No
2514-GINMM,No
9891-NQDBD,Yes
6131-IUNXN,No
8548-AWOFC,Yes
9798-DRYDS,Yes
8532-UEFWH,Yes
6296-DDOOR,No
7951-VRDVK,No
5931-FLJJF,No
4815-YOSUK,Yes
2659-VXMWZ,Yes
0380-NEAVX,No
3207-OYBWH,Yes
4285-GYRQC,No
7216-EWTRS,Yes
4365-MSDYN,No
7036-TYDEC,Yes
5802-ADBRC,Yes
8076-FEZKJ,No
5197-YPYBZ,Yes
8337-MSSXB,No
8495-LJDFO,Yes
0839-JTCUD,Yes
5494-WOZRZ,No
1302-UHBDD,No
2234-EOFPT,No
8619-IJNDK,No
8378-LKJAF,Yes
8182-BJDSI,Yes
2528-HFYZX,No
0788-DXBFY,No
3597-YASZG,Yes
3496-LFSZU,No
5242-UOWHD,No
2482-CZGBB,No
6479-SZPLM,No
8097-VBQTZ,No
4500-HKANN,Yes
9917-KWRBE,Yes
3420-ZDBMA,No
1393-IMKZG,No
3398-GCPMU,Yes
2908-WGAXL,Yes
3378-AJRAO,Yes
1013-QCWAM,Yes
0866-QLSIR,Yes
6050-FFXES,Yes
7181-BQYBV,Yes
0362-RAOQO,No
9554-DFKIC,Yes
5527-ACHSO,No
0829-DDVLK,No
1399-UBQIU,No
1813-JLKWR,No
0336-PIKEI,No
7322-OCWHC,Yes
9537-VHDTA,No
4957-TIALW,No
2054-PJOCK,Yes
9150-HEPMB,No
9030-QGZNL,No
6204-IEUXJ,No
3126-WQMGH,Yes
4529-CKBCL,No
2506-CLAKW,No
7176-WRTNX,Yes
1583-IHQZE,Yes
5732-IKGQH,No
9239-GZHZE,Yes
7205-BAIAD,No
0151-ONTOV,No
4140-MUHUG,No
0093-EXYQL,No
8064-RAVOH,No
0219-QAERP,No
0320-JDNQG,No
7180-PISOG,Yes
9168-INPSZ,Yes
3571-RFHAR,Yes
0015-UOCOJ,No
5334-AFQJB,Yes
2754-SDJRD,Yes
9578-VRMNM,Yes
1587-FKLZB,Yes
6140-QNRQQ,No
8963-JLGJT,No
4307-KTUMW,Yes
1465-LNTLJ,No
5440-FLBQG,Yes
2135-DQWAQ,No
4056-QHXHZ,Yes
7488-MXJIV,Yes
7401-JIXNM,Yes
9339-FIIJL,Yes
2027-FECZV,Yes
4706-DGAHW,No
3870-MQAMG,Yes
6670-MFRPK,Yes
6177-PEVRA,No
4800-CZMPC,Yes
4813-HQMGZ,Yes
7579-KKLOE,Yes
7377-DMMRI,No
8402-EIVQS,No
4947-DSMXK,Yes
7245-NIIWQ,No
0002-ORFBO,No
3324-OIRTO,No
5414-OFQCB,Yes
8552-OBVRU,No
8499-BRXTD,No
9154-QDGTH,Yes
8197-BFWVU,Yes
2577-GVSIL,Yes
9367-OIUXP,No
6770-UAYGJ,Yes
6463-HHXJR,Yes
7928-VJYAB,No
1187-WILMM,Yes
9776-OJUZI,Yes
1306-RPWXZ,No
8949-JTMAY,Yes
2774-LVQUS,Yes
3097-PYWXL,No
2266-SJNAT,Yes
0869-PAPRP,No
4238-JSSWH,Yes
2972-YDYUW,Yes
1104-FEJAM,Yes
2809-ILCYT,Yes
5499-ECUTN,No
4981-FLTMF,Yes
9121-PHQSR,Yes
3113-IWHLC,No
3211-ILJTT,No
4612-THJBS,Yes
4277-BWBML,No
4094-NSEDU,Yes
4304-TSPVK,Yes
1552-AAGRX,Yes
2637-FKFSY,No
7874-ECPQJ,No
0020-INWCK,Yes
7089-RKVSZ,Yes
9548-ZMVTX,Yes
8739-XNIKG,Yes
9755-JHNMN,No
3981-QSVQI,No
2789-HQBOU,No
9424-CMPOG,No
5067-WJEUN,No
3450-WXOAT,No
9251-WNSOD,Yes
6974-DAFLI,No
2616-UUTFK,Yes
7064-JHXCE,No
5103-MHMHY,No
4373-VVHQL,No
4559-UWIHT,Yes
7268-IGMFD,Yes
1846-XWOQN,No
0235-KGSLC,No
6650-BWFRT,Yes
9570-KYEUA,Yes
6993-YGFJV,Yes
2712-SYWAY,Yes
0730-BGQGF,Yes
5498-IBWPI,No
9101-NTIXF,No
0013-SMEOE,No
9314-QDMDW,No
9308-ANMVE,No
2884-GBPFB,No
3757-NJYBX,Yes
3413-DHLPB,Yes
7649-PHJVR,No
2573-GYRUU,Yes
1247-QBVSH,No
6734-GMPVK,Yes
9822-OAOVB,No
6161-ERDGD,Yes
1226-JZNKR,No
7318-EIVKO,Yes
3771-PZOBW,Yes
5136-KCKGI,Yes
8231-BSWXX,Yes
6486-LHTMA,Yes
4083-BFNYK,Yes
3722-WPXTK,No
5141-ZUVBH,No
1089-HDMKP,No
7623-HKYRK,No
0310-SUCIN,No
5197-PYEPU,Yes
2929-ERCFZ,No
7548-SEPYI,No
8835-VSDSE,No
6619-RPLQZ,No
3503-TYDAY,Yes
6901-GOGZG,Yes
9621-OUPYD,No
9898-KZQDZ,Yes
8982-NHAVY,Yes
0141-YEAYS,Yes
2450-ZKEED,No
9603-OAIHC,No
1133-KXCGE,No
5236-PERKL,Yes
0142-GVYSN,No
2519-FAKOD,Yes
8406-LNMHF,No
1821-BUCWY,No
0023-UYUPN,Yes
1465-WCZVT,No
9481-SFCQY,No
6360-SVNWV,No
0567-GGCAC,No
7089-IVVAZ,Yes
8884-MRNSU,No
2171-UDMFD,No
9050-IKDZA,No
2205-YMZZJ,Yes
9802-CAQUT,Yes
1254-IZEYF,Yes
0187-WZNAB,No
9492-TOKRI,Yes
1475-VWVDO,No
9221-OTIVJ,Yes
1357-MVDOZ,No
7602-MVRMB,Yes
3325-FUYCG,Yes
5908-QMGOE,Yes
1197-BVMVG,Yes
5406-KGRMX,Yes
8481-YYXWG,No
5968-HYJRZ,Yes
5198-EFNBM,No
7516-GMHUV,Yes
7140-ADSMJ,No
2230-XTUWL,No
7706-YLMQA,No
2585-KTFRE,No
7994-UYIVZ,Yes
2609-IAICY,Yes
7717-BICXI,No
6559-RAKOZ,Yes
4716-MRVEN,No
2143-LJULT,Yes
1323-OOEPC,Yes
3200-MNQTF,Yes
6164-HXUGH,No
5630-IXDXV,Yes
0320-DWVTU,No
9135-MGVPY,No
1212-GLHMD,No
7878-JGDKK,No
1088-AUUZZ,Yes
0397-GZBBC,Yes
6614-YWYSC,Yes
9588-OZDMQ,No
7641-EUYET,Yes
6476-EPYZR,No
9921-ZVRHG,Yes
1174-FGIFN,Yes
6620-HVDUJ,No
4701-MLJPN,No
1032-MAELW,Yes
7641-TQFHN,Yes
1552-TKMXS,No
8622-ZLFKO,Yes
1596-BBVTG,Yes
6188-UXBBR,No
2333-KWEWW,No
5702-SKUOB,No
1134-YWTYF,No
6061-GWWAV,No
0679-TDGAK,No
6585-WCEWR,No
9067-YGSCA,Yes
9067-SQTNS,No
8433-WXGNA,No
1776-SPBWV,No
8735-SDUFN,Yes
9668-PUGNU,Yes
9405-GPBBG,Yes
1926-QUZNN,Yes
3707-GNWHM,Yes
7016-NVRIC,No
5829-NVSQN,No
9565-AXSMR,No
8922-LIEGH,Yes
8869-LIHMK,Yes
8245-UMPYT,Yes
5186-SAMNZ,No
0447-RXSGD,Yes
4927-WWOOZ,Yes
5788-YPOEG,No
5373-SFODM,Yes
0661-KBKPA,Yes
9081-WWXKP,No
0784-ZQJZX,No
3133-PZNSR,Yes
5766-ZJYBB,No
8931-GJJIQ,Yes
4277-PVRAN,No
0022-TCJCI,No
0722-SVSFK,No
3612-YVGSJ,Yes
9825-YCXWZ,No
8565-HBFNN,Yes
2000-DHJUY,Yes
0203-HHYIJ,Yes
8670-ERCJH,Yes
2050-ONYDQ,Yes
7055-JCGNI,Yes
4826-DXMUP,No
0952-KMEEH,Yes
7285-KLOTR,Yes
0654-PQKDW,No
7175-NTIXE,No
9796-BPKIW,No
