customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
3500-NSDOA,DSL,No,Yes,No,Yes,No,Yes
3761-FLYZI,Fiber optic,No,Yes,Yes,No,Yes,Yes
2058-DCJBE,Fiber optic,No,No,No,No,No,No
5364-XYIRR,Fiber optic,No,No,No,No,Yes,Yes
4829-AUOAX,Fiber optic,No,No,No,No,Yes,Yes
1219-NNDDO,Fiber optic,No,No,No,No,No,No
9659-QEQSY,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5405-ZMYXQ,Fiber optic,No,No,No,No,No,No
5047-LHVLY,DSL,No,No,Yes,No,No,No
1442-OKRJE,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4737-AQCPU,DSL,Yes,Yes,Yes,Yes,No,No
9158-VCTQB,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6311-UEUME,Fiber optic,No,No,No,No,Yes,No
0793-TWELN,Fiber optic,Yes,No,No,No,No,No
1060-ENTOF,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
0999-QXNSA,DSL,No,No,No,No,No,No
9225-BZLNZ,DSL,Yes,Yes,Yes,No,Yes,Yes
4422-QVIJA,DSL,No,No,No,No,No,No
9365-SRSZE,Fiber optic,No,No,No,No,No,No
6839-ITVZJ,DSL,No,Yes,No,Yes,No,No
0274-JKUJR,DSL,Yes,Yes,Yes,No,Yes,Yes
5740-YHGTW,Fiber optic,Yes,Yes,No,No,Yes,No
1696-MZVAU,DSL,No,No,No,No,No,No
7359-WWYJV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0375-HVGXO,DSL,No,No,No,No,Yes,No
4906-ZHGPK,DSL,No,Yes,No,Yes,Yes,No
8593-WHYHV,Fiber optic,No,No,No,No,No,Yes
3795-GWTRD,DSL,Yes,Yes,Yes,Yes,Yes,No
1298-PHBTI,Fiber optic,No,Yes,No,Yes,No,No
6097-EQISJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
4423-YLHDV,Fiber optic,Yes,No,Yes,No,Yes,Yes
8158-WPEZG,DSL,No,Yes,No,Yes,No,No
0107-YHINA,Fiber optic,No,No,Yes,No,Yes,Yes
4918-FYJNT,Fiber optic,No,Yes,Yes,Yes,No,No
0727-BNRLG,Fiber optic,No,Yes,Yes,Yes,Yes,No
4854-CIDCF,Fiber optic,No,No,Yes,No,No,No
8640-SDGKB,DSL,No,No,Yes,Yes,Yes,Yes
3280-MRDOF,DSL,No,No,Yes,Yes,Yes,No
6435-SRWBJ,Fiber optic,No,No,Yes,Yes,No,No
6303-KFWSL,DSL,No,Yes,No,No,No,No
1702-CCFNJ,DSL,No,Yes,No,Yes,No,No
8932-CZHRQ,DSL,Yes,Yes,Yes,No,No,Yes
5515-RUGKN,DSL,No,No,No,No,No,Yes
2081-VEYEH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6407-UTSLV,Fiber optic,No,Yes,No,No,Yes,No
4116-TZAQJ,Fiber optic,Yes,No,No,No,No,No
9060-HJJRW,DSL,No,Yes,Yes,No,Yes,Yes
7398-SKNQZ,Fiber optic,No,No,No,No,Yes,Yes
5935-FCCNB,Fiber optic,No,No,No,No,Yes,Yes
1958-RNRKS,DSL,No,No,No,No,No,No
5136-RGMZO,DSL,No,Yes,No,Yes,Yes,No
8345-MVDYC,DSL,Yes,No,Yes,Yes,Yes,Yes
8226-BXGES,Fiber optic,Yes,Yes,Yes,No,No,No
3877-JRJIP,DSL,No,No,No,No,Yes,No
8375-DKEBR,Fiber optic,No,No,No,No,No,No
9705-IOVQQ,Fiber optic,No,Yes,No,No,Yes,Yes
7511-YMXVQ,DSL,No,No,No,No,Yes,Yes
2040-XBAVJ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8887-IPQNC,DSL,No,No,No,No,No,No
8646-JCOMS,Fiber optic,No,Yes,Yes,Yes,No,No
9804-ICWBG,Fiber optic,No,No,No,No,No,No
0106-GHRQR,DSL,No,Yes,Yes,No,No,Yes
5318-IXUZF,Fiber optic,No,Yes,No,No,Yes,No
8952-WCVCD,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3963-RYFNS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3198-VELRD,Fiber optic,No,No,No,No,No,Yes
1320-REHCS,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4137-JOPHL,Fiber optic,No,No,Yes,Yes,No,Yes
9436-ZBZCT,Fiber optic,No,No,No,Yes,Yes,No
7801-CEDNV,DSL,Yes,No,No,No,No,No
2057-BOYKM,Fiber optic,Yes,Yes,Yes,Yes,No,No
3658-QQJYD,DSL,Yes,Yes,No,No,Yes,Yes
1803-BGNBD,DSL,No,Yes,No,Yes,No,No
0134-XWXCE,DSL,No,No,Yes,Yes,Yes,Yes
6950-TWMYB,Fiber optic,No,Yes,No,Yes,No,No
2511-MORQY,DSL,No,No,Yes,No,No,No
9470-XCCEM,Fiber optic,No,Yes,No,No,Yes,No
6519-CFDBX,DSL,No,No,No,No,No,No
3902-MIVLE,DSL,Yes,No,Yes,Yes,No,Yes
0409-WTMPL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3669-WHAFY,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3055-VTCGS,DSL,No,No,Yes,No,No,Yes
3144-KMTWZ,Fiber optic,No,Yes,Yes,No,No,Yes
7279-BUYWN,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7156-MHUGY,Fiber optic,No,No,No,No,Yes,Yes
7198-GLXTC,Fiber optic,No,No,No,No,Yes,No
5207-PLSTK,DSL,Yes,No,No,No,No,No
2307-FYNNL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2155-AMQRX,DSL,No,No,No,Yes,No,No
5091-HFAZW,Fiber optic,Yes,Yes,No,No,Yes,No
2519-LBNQL,Fiber optic,No,Yes,Yes,No,Yes,Yes
8623-ULFNQ,DSL,No,No,No,Yes,No,Yes
8380-PEFPE,Fiber optic,No,No,No,No,No,No
1568-LJSZU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7530-HDYDS,Fiber optic,No,Yes,Yes,Yes,No,No
7789-HKSBS,Fiber optic,Yes,No,Yes,No,Yes,Yes
2586-CWXVV,DSL,No,Yes,No,No,No,No
3096-IZETN,Fiber optic,No,No,No,No,No,Yes
2348-KCJLT,DSL,Yes,Yes,Yes,No,No,No
8401-EMUWF,DSL,Yes,Yes,No,No,Yes,No
5377-NDTOU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5922-ABDVO,Fiber optic,No,No,Yes,No,No,Yes
2474-LCNUE,DSL,No,No,No,Yes,Yes,Yes
9172-ANCRX,Fiber optic,Yes,No,No,No,Yes,Yes
6650-VJONK,DSL,No,No,No,No,No,No
2178-PMGCJ,Fiber optic,No,No,No,No,No,No
7492-TAFJD,DSL,Yes,Yes,Yes,No,No,No
2773-MADBQ,DSL,Yes,Yes,Yes,Yes,No,Yes
7860-KSUGX,DSL,Yes,Yes,Yes,No,No,No
6910-HADCM,Fiber optic,No,No,Yes,No,No,No
4816-LXZYW,Fiber optic,No,Yes,No,No,No,No
9606-PBKBQ,Fiber optic,No,No,No,No,No,Yes
5149-QYTTU,Fiber optic,Yes,Yes,Yes,Yes,No,No
2070-XYMFH,Fiber optic,No,No,Yes,No,No,No
2085-BOJKI,Fiber optic,No,No,Yes,No,Yes,Yes
0817-HSUSE,DSL,No,No,Yes,Yes,Yes,Yes
5663-QBGIS,Fiber optic,No,Yes,No,No,Yes,Yes
4450-MDZFX,Fiber optic,No,No,No,No,No,No
6701-DHKWQ,DSL,No,Yes,Yes,Yes,Yes,No
7554-AKDQF,DSL,No,No,No,No,No,No
3536-IQCTX,Fiber optic,No,No,No,No,No,Yes
4911-BANWH,Fiber optic,No,No,No,No,Yes,No
8496-EJAUI,Fiber optic,No,Yes,No,No,No,No
5423-BHIXO,DSL,No,Yes,No,No,No,No
6908-VVYHM,Fiber optic,No,Yes,No,No,No,Yes
2959-EEXWB,DSL,Yes,No,No,No,Yes,Yes
3030-YDNRM,Fiber optic,No,No,No,No,No,No
3402-XRIUO,DSL,Yes,Yes,No,Yes,No,No
3132-TVFDZ,DSL,No,No,No,No,Yes,Yes
8286-AFUYI,DSL,Yes,No,No,No,No,No
8080-DDEMJ,DSL,No,No,No,No,No,No
8356-WUAOJ,DSL,No,No,No,No,No,No
6365-MTGZX,Fiber optic,No,No,No,Yes,Yes,Yes
8058-DMYRU,Fiber optic,No,Yes,No,No,No,Yes
6990-YNRIO,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6959-GQEGV,DSL,Yes,No,Yes,No,Yes,Yes
1265-HVPZB,DSL,Yes,Yes,Yes,No,Yes,No
4115-UMJFQ,DSL,No,Yes,Yes,No,No,No
0621-TWIEM,DSL,No,No,No,No,No,No
3537-RYBHH,DSL,Yes,Yes,Yes,No,No,No
2485-ITVKB,DSL,No,No,No,No,No,Yes
3669-OYSJI,DSL,No,No,No,No,No,No
1612-EOHDH,DSL,No,No,No,No,No,No
6702-OHFWR,DSL,No,Yes,Yes,No,No,Yes
4510-PYUSH,DSL,Yes,Yes,No,No,No,No
9359-JANWS,DSL,Yes,No,Yes,Yes,No,No
7517-SAWMO,Fiber optic,Yes,No,No,No,No,No
4143-HHPMK,Fiber optic,No,Yes,No,No,No,Yes
7054-LGEQW,DSL,No,No,No,No,No,No
0523-VNGTF,DSL,No,Yes,Yes,Yes,Yes,No
7105-MXJLL,DSL,No,No,Yes,No,No,Yes
7064-FRRSW,Fiber optic,No,Yes,No,No,Yes,Yes
7940-UQQUG,Fiber optic,Yes,No,No,Yes,Yes,Yes
0923-PNFUB,Fiber optic,No,Yes,No,No,Yes,No
3961-SXAXY,DSL,No,No,No,No,No,No
3566-HJGPK,DSL,No,No,No,No,No,No
3062-ICYZQ,Fiber optic,Yes,Yes,No,No,No,Yes
0973-KYVNF,DSL,Yes,Yes,Yes,No,Yes,No
5129-HHMZC,DSL,Yes,Yes,No,Yes,Yes,Yes
9637-CDTKZ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3946-JEWRQ,Fiber optic,No,No,No,No,Yes,Yes
7873-CVMAW,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3494-JCHRQ,Fiber optic,No,No,No,No,No,No
6474-FVJLC,Fiber optic,No,No,No,No,No,Yes
4524-QCSSM,DSL,Yes,Yes,No,No,No,Yes
5832-EXGTT,DSL,Yes,No,No,No,No,Yes
8840-DQLGN,Fiber optic,Yes,Yes,No,Yes,Yes,No
2039-JONDJ,DSL,Yes,Yes,No,No,No,No
7217-JYHOQ,DSL,Yes,Yes,No,Yes,No,Yes
6695-FRVEC,DSL,Yes,No,Yes,Yes,No,No
4547-LYTDD,Fiber optic,No,No,No,No,No,No
9894-QMIMJ,DSL,No,Yes,Yes,No,No,No
8069-YQQAJ,DSL,No,Yes,No,No,No,No
4193-ORFCL,DSL,No,No,No,No,No,No
1636-NTNCO,DSL,No,Yes,No,No,Yes,Yes
3466-WAESX,DSL,Yes,Yes,No,No,No,Yes
9281-PKKZE,DSL,No,No,No,No,Yes,Yes
3638-VBZTA,DSL,Yes,Yes,No,Yes,Yes,Yes
7459-IMVYU,DSL,Yes,Yes,Yes,Yes,No,No
7776-QWNFX,DSL,No,Yes,No,No,No,No
6689-TCZHQ,Fiber optic,No,No,No,No,No,Yes
8563-OYMQY,Fiber optic,No,Yes,Yes,No,No,Yes
1951-IEYXM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3318-NMQXL,Fiber optic,No,No,No,No,Yes,Yes
3143-ILDAL,Fiber optic,No,Yes,No,Yes,No,Yes
2361-FJWNO,DSL,No,Yes,No,Yes,No,No
2272-UOINI,DSL,Yes,Yes,No,Yes,Yes,Yes
6637-KYRCV,DSL,No,Yes,No,No,No,No
5668-MEISB,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
7188-CBBBA,Fiber optic,No,Yes,Yes,No,Yes,No
5356-CSVSQ,DSL,No,No,No,Yes,Yes,No
3221-CJMSG,DSL,No,No,No,Yes,No,No
4720-VSTSI,Fiber optic,No,Yes,Yes,No,No,No
3219-JQRSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2801-NISEI,DSL,Yes,No,No,Yes,No,No
3946-MHCZW,DSL,No,No,Yes,No,No,No
6732-VAILE,DSL,No,Yes,Yes,Yes,Yes,Yes
8201-AAXCB,DSL,No,No,No,No,Yes,No
1845-CSBRZ,Fiber optic,No,No,No,No,Yes,No
2123-VSCOT,DSL,No,No,Yes,Yes,Yes,No
6651-AZVTJ,Fiber optic,No,No,Yes,No,Yes,Yes
4566-GOLUK,Fiber optic,No,No,Yes,Yes,Yes,Yes
2018-QKYGT,Fiber optic,No,No,No,No,No,Yes
7409-JURKQ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4587-NUKOX,Fiber optic,Yes,Yes,No,No,No,No
2239-CGBUZ,DSL,Yes,Yes,No,Yes,No,No
4890-VMUAV,DSL,Yes,Yes,Yes,Yes,No,No
9261-WDCAF,DSL,No,No,No,No,No,Yes
7442-YGZFK,DSL,No,No,No,No,No,No
0420-BWTPW,DSL,No,No,No,No,No,No
7449-HVPIV,Fiber optic,No,No,Yes,No,Yes,No
5504-WSIUR,Fiber optic,No,Yes,Yes,Yes,No,No
8183-ONMXC,Fiber optic,No,No,No,No,No,Yes
8466-PZBLH,Fiber optic,Yes,No,No,Yes,Yes,Yes
9614-RMGHA,Fiber optic,No,Yes,No,No,Yes,No
8735-IJJEG,DSL,No,No,Yes,No,No,No
0564-MUUQK,Fiber optic,No,No,Yes,Yes,No,Yes
5054-IEXZT,Fiber optic,No,Yes,No,No,No,No
5834-ASPWA,Fiber optic,No,No,No,No,No,No
0701-RFGFI,Fiber optic,No,No,No,No,Yes,Yes
0019-EFAEP,Fiber optic,Yes,Yes,Yes,No,Yes,No
5619-PTMIK,DSL,Yes,No,No,No,No,No
3737-XBQDD,Fiber optic,No,Yes,Yes,No,No,No
5882-CMAZQ,DSL,No,Yes,No,Yes,No,No
5846-QFDFI,Fiber optic,No,Yes,Yes,Yes,No,No
4445-KWOKW,DSL,Yes,Yes,No,No,No,No
3511-APPBJ,Fiber optic,Yes,No,Yes,No,Yes,Yes
7967-HYCDE,Fiber optic,No,No,No,No,No,No
2430-RRYUW,DSL,Yes,Yes,No,No,No,No
3948-XHGNA,DSL,Yes,No,No,No,No,No
3723-BFBGR,DSL,No,Yes,No,No,No,No
0565-IYCGT,DSL,Yes,Yes,Yes,Yes,No,Yes
5447-WZAFP,Fiber optic,No,Yes,Yes,No,Yes,Yes
5110-CHOPY,DSL,Yes,No,Yes,No,Yes,Yes
5445-UTODQ,Fiber optic,No,No,No,No,Yes,No
7892-QVYKW,Fiber optic,No,No,No,No,No,Yes
9675-ICXCT,DSL,Yes,No,Yes,Yes,Yes,Yes
1024-VRZHF,Fiber optic,No,No,No,No,No,No
9497-QCMMS,Fiber optic,No,No,No,No,Yes,Yes
5692-ICXLW,Fiber optic,No,Yes,No,No,Yes,No
0602-DDUML,DSL,No,Yes,Yes,Yes,Yes,No
1960-UYCNN,Fiber optic,No,Yes,Yes,No,No,Yes
0348-SDKOL,Fiber optic,No,No,Yes,Yes,Yes,Yes
7336-RLLRH,DSL,Yes,No,No,Yes,Yes,Yes
4373-MAVJG,Fiber optic,No,Yes,No,No,No,Yes
8901-HJXTF,DSL,No,Yes,No,No,No,No
7710-JSYOA,Fiber optic,No,Yes,No,Yes,No,Yes
5419-KLXBN,Fiber optic,No,Yes,Yes,No,Yes,No
3424-NMNBO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9885-MFVSU,DSL,Yes,No,No,Yes,Yes,No
4514-GFCFI,Fiber optic,No,No,No,No,Yes,No
0607-MVMGC,DSL,No,Yes,Yes,No,Yes,Yes
3365-SAIGS,Fiber optic,No,Yes,No,No,Yes,No
9828-AOQLM,DSL,No,No,No,No,No,No
8000-REIQB,Fiber optic,No,No,No,No,No,No
9993-LHIEB,DSL,Yes,No,Yes,Yes,No,Yes
0266-CLZKZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
7615-ESMYF,DSL,No,No,No,No,Yes,Yes
3858-VOBET,Fiber optic,No,No,No,No,No,No
7020-OZKXZ,Fiber optic,No,No,Yes,No,No,No
0017-DINOC,DSL,Yes,No,No,Yes,Yes,No
1447-PJGGA,Fiber optic,No,No,Yes,No,Yes,Yes
8565-CLBZW,Fiber optic,No,No,Yes,No,Yes,No
9139-WQQDY,Fiber optic,No,Yes,No,No,Yes,Yes
0224-HJAPT,DSL,No,No,No,No,No,No
8086-OVPWV,Fiber optic,No,No,No,No,No,Yes
9430-FRQOC,Fiber optic,No,No,Yes,Yes,No,No
7639-OPLNG,DSL,Yes,Yes,Yes,Yes,Yes,No
3074-GQWYX,Fiber optic,No,No,No,No,No,No
1492-QGCLU,DSL,Yes,No,Yes,Yes,Yes,Yes
6845-RGTYS,Fiber optic,Yes,Yes,Yes,No,Yes,No
4418-LZMSV,DSL,No,Yes,Yes,Yes,No,No
5155-AZQPB,DSL,No,No,No,No,No,No
8861-HGGKB,Fiber optic,No,No,No,No,No,Yes
7065-YUNRY,DSL,No,No,No,No,No,No
7694-VLBWQ,Fiber optic,No,Yes,Yes,No,Yes,Yes
2546-KZAAT,DSL,Yes,Yes,No,No,Yes,Yes
0181-RITDD,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5989-PGKJB,Fiber optic,No,Yes,No,No,No,Yes
4795-KTRTH,Fiber optic,No,Yes,No,No,No,No
8272-ONJLV,Fiber optic,No,No,Yes,No,Yes,Yes
1488-PBLJN,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0308-GIQJT,Fiber optic,No,Yes,No,Yes,Yes,Yes
6481-OGDOO,Fiber optic,Yes,Yes,No,No,No,Yes
3090-LETTY,DSL,Yes,Yes,No,No,No,No
5349-AZPEW,DSL,No,No,No,No,No,No
3753-TSEMP,Fiber optic,No,No,No,No,Yes,Yes
9720-JJJOR,DSL,Yes,Yes,Yes,No,No,No
8100-HZZLJ,DSL,Yes,Yes,No,No,No,Yes
8775-ERLNB,Fiber optic,No,No,No,No,No,No
8309-IEYJD,Fiber optic,No,No,No,No,No,No
9172-JITSM,Fiber optic,No,No,No,No,Yes,Yes
6298-QDFNH,Fiber optic,No,Yes,No,No,No,No
7398-HPYZQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7361-YPXFS,DSL,No,Yes,Yes,Yes,No,No
6557-BZXLQ,Fiber optic,No,No,No,No,No,No
7519-JTWQH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2538-OIMXF,DSL,No,No,No,No,No,No
8543-MSDMF,DSL,Yes,No,Yes,No,Yes,Yes
9961-JBNMK,Fiber optic,No,No,Yes,No,Yes,Yes
1170-SASML,Fiber optic,No,Yes,Yes,No,No,No
4872-JCVCA,DSL,Yes,Yes,Yes,Yes,No,No
2038-LLMLM,Fiber optic,No,No,Yes,Yes,Yes,Yes
6173-ITPWD,Fiber optic,No,Yes,Yes,No,No,No
9734-UYXQI,DSL,No,No,No,No,No,No
1216-BGTSP,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4138-NAXED,Fiber optic,No,Yes,No,No,No,No
2189-UXTKY,DSL,Yes,No,No,Yes,Yes,Yes
0744-BIKKF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7483-IQWIB,Fiber optic,No,Yes,Yes,No,Yes,No
5248-KWLAR,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4958-GZWIY,DSL,No,No,Yes,No,No,No
7833-PKIHD,DSL,Yes,No,No,Yes,Yes,Yes
5153-RTHKF,Fiber optic,No,No,No,No,Yes,No
4832-VRBMR,Fiber optic,No,Yes,Yes,No,Yes,Yes
9079-LWTFD,Fiber optic,Yes,Yes,No,Yes,Yes,No
6356-ELRKD,Fiber optic,Yes,No,No,No,Yes,Yes
8624-GIOUT,DSL,Yes,Yes,No,No,No,No
3392-EHMNK,Fiber optic,No,Yes,No,Yes,Yes,No
6179-GJPSO,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7901-TBKJX,Fiber optic,No,No,Yes,No,Yes,Yes
7228-PAQPD,DSL,No,No,No,Yes,No,Yes
3177-LASXD,Fiber optic,No,No,No,No,No,No
7746-QYVCO,DSL,Yes,Yes,No,No,No,No
5804-HYIEZ,Fiber optic,Yes,Yes,No,No,Yes,Yes
9919-FZDED,DSL,Yes,Yes,Yes,No,Yes,Yes
5934-TSSAU,Fiber optic,No,No,Yes,No,No,No
1084-UQCHV,Fiber optic,No,No,No,No,No,No
8290-YWKHZ,Fiber optic,No,No,No,No,Yes,Yes
2955-BJZHG,Fiber optic,No,No,No,No,Yes,No
3806-DXQOM,DSL,Yes,Yes,No,No,No,No
6784-XYJAE,DSL,No,No,Yes,No,No,No
3933-DQPWX,DSL,No,Yes,Yes,Yes,No,No
6661-EIPZC,DSL,No,No,No,Yes,No,No
2251-PYLPB,DSL,Yes,Yes,Yes,Yes,No,Yes
9300-RENDD,Fiber optic,No,No,No,No,Yes,No
8087-LGYHQ,Fiber optic,No,No,Yes,No,Yes,Yes
4137-BTIKL,Fiber optic,Yes,No,No,No,No,Yes
2190-BCXEC,Fiber optic,No,No,No,Yes,No,No
6227-FBDXH,Fiber optic,No,No,Yes,No,Yes,Yes
2153-MREFK,Fiber optic,Yes,No,Yes,Yes,No,Yes
2911-WDXMV,Fiber optic,No,No,Yes,No,No,No
7206-PQBBZ,Fiber optic,No,No,No,No,No,No
3106-ULWFW,Fiber optic,No,No,No,No,No,Yes
0925-VYDLG,Fiber optic,No,No,No,No,No,No
4547-FZJWE,DSL,Yes,No,No,No,No,Yes
7422-WNBTY,Fiber optic,No,Yes,Yes,No,No,Yes
0842-IWYCP,DSL,No,No,No,No,No,No
8383-SGHJU,DSL,Yes,No,No,Yes,No,No
7607-QKKTJ,Fiber optic,No,Yes,Yes,No,No,Yes
7707-PYBBH,DSL,Yes,Yes,No,Yes,No,No
8984-HPEMB,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4349-GFQHK,DSL,No,No,Yes,No,No,No
4139-DETXS,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9779-DPNEJ,Fiber optic,No,No,No,No,No,Yes
4123-FCVCB,DSL,No,No,No,Yes,Yes,Yes
8819-IMISP,Fiber optic,No,Yes,No,No,No,No
7802-EFKNY,DSL,No,No,No,No,No,No
8311-UEUAB,DSL,Yes,No,No,No,Yes,Yes
5858-EAFCZ,DSL,No,No,No,No,No,No
8035-BUYVG,DSL,Yes,Yes,Yes,No,No,No
1163-ONYEY,DSL,Yes,Yes,Yes,No,Yes,No
9787-XVQIU,Fiber optic,No,No,No,No,No,No
8945-MUQUF,Fiber optic,Yes,Yes,No,No,Yes,No
5656-MJEFC,DSL,Yes,No,Yes,Yes,Yes,No
8051-HJRLT,Fiber optic,No,No,No,No,No,No
4010-YLMVT,Fiber optic,Yes,Yes,No,No,Yes,Yes
1379-FRVEB,Fiber optic,No,Yes,No,No,Yes,No
6288-CHQJB,DSL,Yes,No,Yes,Yes,No,Yes
8160-HOWOX,DSL,No,No,No,No,Yes,Yes
3023-GFLBR,Fiber optic,No,No,No,No,No,Yes
4223-BKEOR,DSL,Yes,No,Yes,No,No,Yes
4079-VTGLK,DSL,No,No,Yes,No,Yes,Yes
1763-WQFUK,DSL,No,No,No,Yes,No,No
1391-UBDAR,Fiber optic,No,No,Yes,No,No,No
8894-JVDCV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2014-MKGMH,Fiber optic,No,No,Yes,No,Yes,Yes
5628-FCGYG,Fiber optic,No,No,No,No,No,Yes
0248-IPDFW,DSL,No,No,No,No,No,No
7978-DKUQH,Fiber optic,No,No,Yes,No,No,No
0524-IAVZO,Fiber optic,No,No,No,No,No,Yes
2737-YNGYW,Fiber optic,No,No,No,No,No,Yes
1784-EZDKJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
9297-FVVDH,DSL,Yes,No,Yes,Yes,Yes,Yes
7101-HRBLJ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5159-YFPKQ,Fiber optic,No,No,Yes,No,No,No
6635-CPNUN,Fiber optic,No,Yes,Yes,No,Yes,No
4021-RQSNY,Fiber optic,No,No,Yes,No,Yes,Yes
5453-YBTWV,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2931-VUVJN,Fiber optic,Yes,Yes,Yes,Yes,No,No
9061-TIHDA,Fiber optic,No,No,No,No,Yes,Yes
8699-ASUFO,Fiber optic,No,No,No,No,No,No
6418-PIQSP,DSL,Yes,No,Yes,Yes,Yes,Yes
8220-OCUFY,DSL,Yes,No,Yes,Yes,No,No
3995-WFCSM,DSL,No,No,Yes,No,No,Yes
1895-QTKDO,DSL,No,No,No,No,No,No
2038-OEQZH,Fiber optic,No,No,Yes,No,No,Yes
7927-AUXBZ,Fiber optic,No,No,No,Yes,Yes,No
2878-RMWXY,Fiber optic,Yes,Yes,Yes,No,No,Yes
7375-WMVMT,Fiber optic,No,Yes,Yes,Yes,No,Yes
1136-XGEQU,DSL,No,Yes,Yes,Yes,Yes,Yes
2530-FMFXO,Fiber optic,No,No,Yes,Yes,Yes,Yes
6844-DZKRF,DSL,No,No,No,Yes,No,No
4695-WJZUE,Fiber optic,No,No,Yes,No,No,Yes
7619-ODSGN,DSL,Yes,No,No,No,No,No
8879-XUAHX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3689-MOZGR,DSL,No,No,No,Yes,No,No
5003-XZWWO,DSL,No,Yes,Yes,Yes,Yes,Yes
3988-RQIXO,Fiber optic,No,No,No,No,Yes,Yes
7622-FWGEW,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2514-GINMM,Fiber optic,No,No,No,No,Yes,No
8548-AWOFC,DSL,No,No,No,Yes,No,Yes
9798-DRYDS,DSL,No,No,Yes,Yes,No,No
6296-DDOOR,DSL,No,Yes,No,No,Yes,No
7951-VRDVK,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5931-FLJJF,Fiber optic,No,No,No,No,No,No
4815-YOSUK,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2659-VXMWZ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0380-NEAVX,Fiber optic,No,Yes,Yes,No,Yes,Yes
3207-OYBWH,Fiber optic,No,Yes,Yes,No,No,Yes
4285-GYRQC,Fiber optic,No,No,Yes,No,Yes,No
7216-EWTRS,Fiber optic,No,No,Yes,No,Yes,Yes
7036-TYDEC,Fiber optic,No,No,Yes,Yes,Yes,Yes
5802-ADBRC,Fiber optic,Yes,No,Yes,No,Yes,Yes
8337-MSSXB,Fiber optic,No,Yes,No,No,No,Yes
4312-GVYNH,DSL,Yes,No,Yes,Yes,No,Yes
8495-LJDFO,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0839-JTCUD,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5494-WOZRZ,DSL,Yes,No,Yes,Yes,Yes,Yes
1302-UHBDD,Fiber optic,No,No,No,No,Yes,Yes
2234-EOFPT,DSL,Yes,Yes,No,Yes,Yes,Yes
8619-IJNDK,DSL,Yes,Yes,Yes,Yes,No,No
8378-LKJAF,Fiber optic,No,No,Yes,No,Yes,Yes
8182-BJDSI,Fiber optic,No,Yes,No,No,No,Yes
2528-HFYZX,Fiber optic,No,Yes,No,No,No,No
1153-GNOLC,DSL,No,Yes,No,No,Yes,No
3298-QEICA,DSL,Yes,No,No,Yes,No,No
3597-YASZG,Fiber optic,No,Yes,No,Yes,Yes,Yes
3496-LFSZU,Fiber optic,No,No,No,No,No,No
