customerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
9742-XOKTS,2014-07-01,No,One year,No,Electronic check,89.55,6038.55
6921-OZMFH,2019-09-01,No,Month-to-month,Yes,Mailed check,55.7,259.4
9578-FOMUK,2018-11-01,No,Month-to-month,Yes,Electronic check,24.8,324.15
4712-UYOOI,2018-06-01,No,Month-to-month,No,Electronic check,20.0,417.65
8824-RWFXJ,2019-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,56.15,168.15
7722-CVFXN,2015-08-01,No,One year,Yes,Electronic check,105.2,5637.85
8717-VCTXJ,2016-08-01,No,One year,Yes,Mailed check,19.55,839.4
7363-QTBIW,2019-05-01,No,Month-to-month,Yes,Electronic check,79.75,769.1
4159-NAAIX,2014-11-01,No,Two year,No,Bank transfer (automatic),97.45,6253
0971-QIFJK,2014-05-01,No,Two year,No,Bank transfer (automatic),24.25,1641.8
9397-TZSHA,2014-05-01,No,Two year,No,Credit card (automatic),24.6,1678.05
3391-JSQEW,2016-10-01,No,Month-to-month,Yes,Mailed check,50.15,2058.5
0343-QLUZP,2015-02-01,No,Two year,No,Bank transfer (automatic),39.6,2424.5
9763-PDTKK,2019-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2
2176-LVPNX,2014-03-01,No,Two year,No,Mailed check,89.85,6293.45
7627-JKIAZ,2016-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),78.95,2839.65
3312-UUMZW,2017-06-01,No,Month-to-month,Yes,Credit card (automatic),98.85,3145.9
1271-UODNO,2016-11-01,No,Two year,Yes,Credit card (automatic),53.85,2200.7
8461-EFQYM,2016-12-01,No,One year,Yes,Electronic check,24.25,914.4
6900-RBKER,2015-10-01,No,Two year,Yes,Credit card (automatic),89.45,4577.75
6891-JPYFF,2016-02-01,No,Month-to-month,Yes,Credit card (automatic),105.25,4997.5
1459-QNFQT,2014-04-01,No,Two year,No,Bank transfer (automatic),59.5,4144.8
1047-NNCBF,2018-06-01,No,Month-to-month,No,Credit card (automatic),70.55,1493.55
3696-XRIEN,2015-12-01,No,One year,Yes,Credit card (automatic),82.5,4179.1
4081-DYXAV,2018-03-01,2019-10-01 00:00:00,One year,Yes,Credit card (automatic),44.85,893.55
0074-HDKDG,2018-01-01,No,One year,Yes,Bank transfer (automatic),61.6,1611
8791-GFXLZ,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05
8111-SLLHI,2016-10-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,105.65,4284.8
0927-LCSMG,2019-06-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,74.65,544.55
9330-DHBFL,2018-03-01,No,One year,Yes,Mailed check,66.25,1533.8
0098-BOWSO,2017-11-01,No,Month-to-month,Yes,Electronic check,19.4,529.8
3452-ABWRL,2016-03-01,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6
5859-HZYLF,2017-12-01,No,Two year,Yes,Credit card (automatic),19.15,515.75
8257-RZAHR,2018-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),64.7,941
5293-WXJAK,2019-02-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65
3156-QLHBO,2019-12-01,No,Month-to-month,No,Mailed check,19.25,48.35
2208-NQBCT,2017-12-01,No,Month-to-month,No,Electronic check,81.95,2070.05
1779-PWPMG,2014-02-01,No,Two year,Yes,Bank transfer (automatic),114.65,8333.95
6621-NRZAK,2014-11-01,No,Two year,No,Credit card (automatic),20.0,1209.25
0831-JNISG,2014-03-01,No,Two year,No,Mailed check,19.8,1396.25
0774-IFUVM,2019-03-01,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35
3082-WQRVY,2018-12-01,No,One year,No,Mailed check,19.65,228.65
9553-DLCLU,2019-01-01,No,Two year,No,Credit card (automatic),88.95,1161.75
1641-BYBTK,2019-08-01,No,Month-to-month,Yes,Mailed check,20.2,98.35
2460-NGXBJ,2019-03-01,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3
2446-ZKVAF,2018-08-01,No,Month-to-month,No,Credit card (automatic),56.8,1074.65
0841-NULXI,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,35.55,35.55
3522-CDKHF,2017-06-01,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7
1430-SFQSA,2017-09-01,No,One year,No,Mailed check,35.6,1072.6
0411-EZJZE,2019-11-01,No,Month-to-month,Yes,Electronic check,60.25,170.5
7851-WZEKY,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,95.15,196.9
8844-TONUD,2018-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,96.65,1162.85
8807-ARQET,2016-09-01,No,Month-to-month,Yes,Electronic check,40.35,1677.85
8992-CEUEN,2020-01-01,No,Month-to-month,No,Electronic check,18.85,18.85
4320-QMLLA,2019-07-01,No,Month-to-month,No,Mailed check,54.85,370.4
8777-PVYGU,2015-10-01,No,One year,Yes,Mailed check,64.3,3410.6
8292-ITGYJ,2016-05-01,No,Two year,Yes,Bank transfer (automatic),24.65,1138.8
6870-ZWMNX,2014-04-01,No,Two year,No,Credit card (automatic),76.1,5264.25
0621-CXBKL,2015-09-01,No,Two year,No,Mailed check,18.7,1005.7
5268-DSMNQ,2014-12-01,No,One year,Yes,Credit card (automatic),97.95,5936.55
5334-JLAXU,2015-02-01,No,Month-to-month,Yes,Credit card (automatic),94.1,5475.9
4086-YQSNZ,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,80.4,224.05
6242-MBHPK,2018-03-01,No,Month-to-month,Yes,Electronic check,95.1,2326.05
5868-CZJDR,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,31.35,31.35
9359-UGBTK,2014-07-01,No,One year,Yes,Bank transfer (automatic),72.35,4991.5
0135-NMXAP,2018-11-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4
4782-OSFXZ,2014-03-01,No,Two year,Yes,Bank transfer (automatic),82.7,5831.2
6479-OAUSD,2018-01-01,No,One year,No,Credit card (automatic),19.9,510.8
7129-ACFOG,2019-09-01,No,Month-to-month,Yes,Electronic check,53.8,283.95
4189-NAKJS,2017-12-01,No,One year,Yes,Credit card (automatic),51.55,1295.4
5562-BETPV,2020-01-01,No,One year,No,Mailed check,19.65,19.65
1282-IHQAC,2014-04-01,No,One year,Yes,Credit card (automatic),44.05,3011.65
9127-FHJBZ,2014-02-01,No,Two year,Yes,Electronic check,114.0,8093.15
6270-OMFIW,2014-12-01,2019-12-01 00:00:00,One year,Yes,Electronic check,94.4,5610.25
1641-RQDAY,2017-06-01,No,Month-to-month,Yes,Electronic check,100.4,3217.65
0107-WESLM,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,19.85,19.85
6994-ORCWG,2018-12-01,No,One year,Yes,Mailed check,54.25,773.2
1346-UFHAX,2019-01-01,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35
3992-YWPKO,2019-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit card (automatic),109.9,669.45
2933-XEUJM,2016-04-01,No,Two year,No,Mailed check,79.2,3593.8
0125-LZQXK,2018-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,101.35,1553.95
5461-QKNTN,2016-07-01,No,Month-to-month,Yes,Electronic check,94.3,3953.15
4835-YSJMR,2016-11-01,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15
8399-YNDCH,2018-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15
3164-YAXFY,2015-05-01,No,Month-to-month,Yes,Electronic check,53.75,3196
0887-WBJVH,2015-09-01,No,One year,Yes,Electronic check,93.45,4872.2
4660-IRIBM,2018-08-01,No,Month-to-month,Yes,Mailed check,87.9,1500.5
5673-FSSMF,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,60.15,60.15
7670-ZBPOQ,2015-04-01,No,One year,Yes,Bank transfer (automatic),61.05,3478.75
8089-UZWLX,2014-03-01,No,Two year,No,Bank transfer (automatic),104.05,7413.55
0080-OROZO,2017-03-01,No,One year,Yes,Electronic check,99.25,3532
3916-NRPAP,2019-11-01,No,Month-to-month,No,Credit card (automatic),85.7,256.75
6807-SIWJI,2016-12-01,No,One year,Yes,Electronic check,104.85,3887.25
8221-HVAYI,2017-03-01,No,Two year,Yes,Credit card (automatic),69.15,2490.15
1579-KLYDT,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,90.45,593.45
5232-NXPAY,2016-03-01,No,Two year,No,Mailed check,74.45,3510.3
8967-SZQAS,2018-12-01,No,Month-to-month,No,Electronic check,50.45,765.45
4468-KAZHE,2018-06-01,No,Month-to-month,Yes,Electronic check,60.0,1259.35
0455-ENTCR,2014-08-01,No,Two year,No,Electronic check,85.25,5538.35
8944-AILEF,2018-11-01,No,Month-to-month,Yes,Credit card (automatic),19.45,340.85
5542-NKVRU,2016-08-01,No,Two year,Yes,Bank transfer (automatic),20.75,844.45
7126-RBHSD,2018-09-01,No,Month-to-month,No,Electronic check,78.9,1348.95
5370-IIVVL,2017-01-01,No,One year,Yes,Credit card (automatic),104.5,3778
6789-HJBWG,2019-02-01,No,Month-to-month,Yes,Electronic check,49.4,611.65
3927-NLNRY,2015-07-01,2019-12-01 00:00:00,One year,Yes,Bank transfer (automatic),94.25,4867.95
9087-EYCPR,2015-02-01,No,Two year,No,Mailed check,25.0,1505.05
6791-YBNAK,2018-08-01,No,Month-to-month,No,Credit card (automatic),25.55,467.85
6358-LYNGM,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,74.9,74.9
6077-BDPXA,2019-11-01,No,Month-to-month,Yes,Electronic check,70.15,194.2
0013-MHZWF,2019-05-01,No,Month-to-month,Yes,Credit card (automatic),69.4,571.45
5494-HECPR,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,80.25,80.25
8268-YDIXR,2015-06-01,No,One year,Yes,Electronic check,93.15,5253.95
9824-BEMCV,2018-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,69.0,1149.65
1373-ORVIZ,2019-01-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,66.35,740.8
4291-SHSBH,2019-07-01,No,Month-to-month,Yes,Electronic check,69.55,521.35
6980-IMXXE,2014-05-01,No,Two year,No,Bank transfer (automatic),20.2,1412.65
9866-QEVEE,2018-04-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45
9897-KXHCM,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,80.3,250.05
0040-HALCW,2015-08-01,No,Two year,No,Credit card (automatic),20.4,1090.6
0784-GTUUK,2014-12-01,No,One year,Yes,Credit card (automatic),23.75,1446.8
7979-CORPM,2017-10-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),90.55,2282.55
2294-DMMUS,2014-12-01,No,Month-to-month,Yes,Credit card (automatic),70.45,4300.45
0872-JCPIB,2018-09-01,No,Month-to-month,No,Bank transfer (automatic),65.75,1111.2
3055-MJDSB,2019-05-01,No,Month-to-month,Yes,Mailed check,24.6,190.1
9091-WTUUY,2014-10-01,No,Two year,No,Mailed check,69.25,4447.75
1618-CFHME,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,75.9,143.35
3165-HDOEW,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,45.85,45.85
6581-NQCBA,2018-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,49.95,810.2
7115-IRDHS,2014-02-01,No,Two year,No,Bank transfer (automatic),24.65,1830.05
8496-DMZUK,2017-08-01,No,One year,No,Bank transfer (automatic),90.4,2820.65
2040-VZIKE,2016-01-01,No,Month-to-month,Yes,Mailed check,100.85,4847.35
9068-VPWQQ,2015-01-01,No,Two year,No,Credit card (automatic),75.35,4729.3
0178-SZBHO,2016-03-01,No,Month-to-month,No,Electronic check,87.2,4017.45
0384-RVBPI,2018-06-01,No,Month-to-month,No,Credit card (automatic),64.4,1398.6
1689-MRZQR,2017-02-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,78.3,2564.3
1299-AURJA,2014-04-01,No,Two year,No,Bank transfer (automatic),24.7,1685.9
4525-VZCZG,2015-08-01,No,One year,Yes,Electronic check,105.85,5826.65
1543-LLLFT,2015-01-01,No,One year,Yes,Mailed check,98.3,6066.55
5835-BEQEU,2019-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,76.95,228.4
2788-CJQAQ,2019-01-01,No,One year,No,Mailed check,19.45,270.2
5565-FILXA,2018-06-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,96.15,1529.2
0319-QZTCO,2019-11-01,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6
2120-SMPEX,2018-01-01,No,Month-to-month,Yes,Mailed check,20.15,536.35
0096-FCPUF,2017-08-01,No,Month-to-month,Yes,Mailed check,64.5,1888.45
0668-OGMHD,2018-05-01,No,Month-to-month,No,Electronic check,28.5,629.35
5552-ZNFSJ,2019-09-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,45.3,45.3
2223-KAGMX,2018-08-01,2019-11-01 00:00:00,Month-to-month,No,Bank transfer (automatic),19.4,289.3
6507-ZJSUR,2018-03-01,No,Month-to-month,Yes,Electronic check,90.45,2117.25
9408-HRXRK,2016-05-01,No,Month-to-month,Yes,Electronic check,105.15,4730.9
5593-SUAOO,2018-02-01,No,One year,No,Bank transfer (automatic),83.15,2033.05
7321-PKUYW,2018-12-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,90.15,987.95
2833-SLKDQ,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Mailed check,45.05,45.05
6766-HFKLA,2015-06-01,No,Two year,No,Bank transfer (automatic),103.2,5744.35
7595-EUIVN,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,75.8,75.8
7617-EYGLW,2020-01-01,No,Month-to-month,No,Electronic check,19.45,19.45
2026-TGDHM,2019-04-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,79.3,523.15
9220-ZNKJI,2015-07-01,No,Two year,No,Credit card (automatic),88.8,4805.3
4030-VPZBD,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,30.9,59.05
2226-ICFDO,2014-02-01,No,Two year,Yes,Credit card (automatic),85.9,6110.75
0723-VSOBE,2016-05-01,No,One year,No,Electronic check,34.2,1596.6
5529-GIBVH,2016-03-01,No,Two year,No,Mailed check,20.15,1046.2
4187-CINZD,2016-02-01,2019-12-01 00:00:00,One year,No,Credit card (automatic),95.25,4424.2
9992-UJOEL,2019-12-01,No,Month-to-month,Yes,Mailed check,50.3,92.75
4741-WWJQZ,2019-12-01,No,Month-to-month,Yes,Electronic check,80.15,194.55
6625-UTXEW,2019-02-01,No,Month-to-month,Yes,Electronic check,51.25,612.1
6818-WOBHJ,2014-05-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6
6244-BESBM,2014-05-01,No,Two year,Yes,Credit card (automatic),95.2,6671.7
1004-NOZNR,2015-06-01,No,One year,No,Credit card (automatic),94.8,5264.3
1251-STYSZ,2019-10-01,No,Month-to-month,Yes,Electronic check,80.25,303.7
2612-PHGOX,2014-10-01,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8
2408-TZMJL,2014-12-01,2019-11-01 00:00:00,One year,Yes,Electronic check,110.15,6448.05
8480-PPONV,2014-12-01,No,Two year,No,Bank transfer (automatic),115.55,7159.05
8780-IHCRN,2014-11-01,No,Two year,No,Credit card (automatic),24.65,1574.5
4598-ZADCK,2015-09-01,No,One year,Yes,Electronic check,53.6,2879.2
1257-SXUXQ,2019-09-01,No,Month-to-month,No,Mailed check,19.45,86.05
9681-KYGYB,2016-01-01,No,Month-to-month,Yes,Electronic check,88.2,4159.45
7182-OVLBJ,2014-12-01,No,Two year,Yes,Bank transfer (automatic),101.15,6638.35
5095-ETBRJ,2015-07-01,No,Two year,No,Mailed check,56.8,3112.05
7005-CYUIL,2014-03-01,No,Two year,Yes,Electronic check,99.4,7168.25
4821-WQOYN,2014-02-01,No,Two year,Yes,Credit card (automatic),20.1,1326.25
4730-AWNAU,2017-02-01,No,One year,No,Credit card (automatic),60.7,2234.55
3452-FLHYD,2018-01-01,No,One year,Yes,Bank transfer (automatic),20.95,495.15
2388-LAESQ,2014-02-01,No,Two year,Yes,Bank transfer (automatic),114.85,8317.95
9531-NSBMR,2017-02-01,No,One year,Yes,Bank transfer (automatic),19.25,679.8
6260-ONULR,2020-01-01,No,Month-to-month,Yes,Mailed check,62.8,62.8
4389-UEFCZ,2014-02-01,No,Two year,Yes,Electronic check,105.5,7544
8711-LOBKY,2015-03-01,No,Two year,No,Mailed check,19.85,1188.25
9134-CEQMF,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,89.5,676.7
8985-OOPOS,2020-01-01,No,One year,No,Credit card (automatic),74.1,74.1
8800-ZKRFW,2017-08-01,No,Month-to-month,Yes,Electronic check,107.5,3242.5
2616-FLVQC,2014-10-01,No,Two year,No,Mailed check,19.55,1240.15
9968-FFVVH,2014-11-01,No,One year,No,Bank transfer (automatic),68.8,4111.35
3108-PCCGG,2014-02-01,No,Two year,No,Credit card (automatic),84.45,5899.85
7993-PYKOF,2019-05-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,75.0,632.95
8390-FESFV,2014-12-01,No,Two year,No,Bank transfer (automatic),84.5,5193.2
3022-BEXHZ,2014-07-01,No,Two year,Yes,Bank transfer (automatic),111.2,7530.8
5027-XWQHA,2019-05-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,44.75,270.95
6248-TKCQV,2014-04-01,No,Two year,Yes,Bank transfer (automatic),80.6,5460.2
6729-GDNGC,2018-06-01,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2
6198-ZFIOJ,2019-09-01,No,Month-to-month,No,Electronic check,75.6,402.5
5989-OMNJE,2018-02-01,No,One year,No,Electronic check,57.6,1367.75
4566-QVRRW,2018-11-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,44.05,483.7
1291-CUOCY,2014-02-01,No,Two year,Yes,Credit card (automatic),110.6,7962.2
9795-SHUHB,2014-08-01,No,Two year,Yes,Credit card (automatic),58.2,3810.8
3230-IUALN,2016-05-01,No,Two year,Yes,Mailed check,81.0,3533.6
0042-RLHYP,2014-05-01,No,Two year,No,Bank transfer (automatic),19.7,1396.9
8519-IMDHU,2018-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55
4945-RVMTE,2017-10-01,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45
0201-OAMXR,2014-01-01,2019-11-01 00:00:00,One year,No,Credit card (automatic),115.55,8127.6
1866-NXPSP,2017-02-01,No,One year,Yes,Mailed check,75.55,2680.15
3372-KWFBM,2018-06-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,86.6,1281
7831-QGOXH,2018-04-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,85.2,1553.9
6393-WRYZE,2017-01-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,97.65,3207.55
3941-XTSKM,2016-08-01,No,One year,Yes,Credit card (automatic),45.1,2049.05
1661-CZBAU,2016-02-01,No,One year,Yes,Bank transfer (automatic),70.95,3629.2
6599-RCLCJ,2016-01-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,109.55,5124.55
9831-BPFRI,2016-09-01,2019-12-01 00:00:00,One year,Yes,Electronic check,89.55,3474.45
5158-RIVOP,2019-03-01,No,Two year,No,Credit card (automatic),20.9,202.3
9788-YTFGE,2019-07-01,No,Month-to-month,Yes,Mailed check,19.95,147.5
9277-JOOMO,2019-11-01,No,Month-to-month,No,Mailed check,24.6,86.35
1907-YLNYW,2019-06-01,No,Month-to-month,Yes,Electronic check,66.7,579
1725-MIMXW,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,19.45,19.45
8947-YRTDV,2017-06-01,No,One year,No,Mailed check,94.8,3131.55
3161-ONRWK,2015-02-01,No,One year,Yes,Bank transfer (automatic),65.85,3928.3
0114-RSRRW,2019-04-01,No,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75
4565-NLZBV,2014-03-01,No,Two year,Yes,Bank transfer (automatic),24.65,1710.15
0031-PVLZI,2019-09-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,20.35,76.35
7206-GZCDC,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,69.25,69.25
6682-VCIXC,2016-07-01,No,One year,Yes,Bank transfer (automatic),51.25,2151.6
4791-QRGMF,2014-11-01,2019-10-01 00:00:00,One year,Yes,Bank transfer (automatic),99.5,5961.1
6475-VHUIZ,2018-03-01,No,Month-to-month,No,Electronic check,54.25,1221.55
3910-MRQOY,2014-02-01,No,Two year,No,Bank transfer (automatic),19.4,1496.45
0661-WCQNQ,2018-04-01,No,One year,Yes,Credit card (automatic),56.25,1292.2
7537-RBWEA,2020-01-01,No,Month-to-month,Yes,Mailed check,25.15,25.15
4656-CAURT,2014-05-01,No,Two year,No,Bank transfer (automatic),23.95,1713.1
0121-SNYRK,2015-12-01,No,One year,Yes,Mailed check,35.4,1748.9
1768-ZAIFU,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,25.2,25.2
4671-LXRDQ,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,45.0,96.45
3733-LSYCE,2018-11-01,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55
6265-FRMTQ,2017-07-01,No,Two year,No,Bank transfer (automatic),20.4,609.1
1934-SJVJK,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,20.15,20.15
3838-OZURD,2014-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit card (automatic),105.0,7133.25
1371-DWPAZ,2020-02-01,No,Two year,No,Credit card (automatic),56.05, 
9269-CQOOL,2019-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),54.7,169.45
2017-CCBLH,2019-06-01,No,Two year,No,Mailed check,20.0,141.6
7690-KPNCU,2014-10-01,No,One year,Yes,Credit card (automatic),73.05,4688.65
0536-BGFMZ,2017-10-01,No,Month-to-month,No,Mailed check,20.5,563.05
2293-IJWPS,2015-05-01,No,One year,Yes,Credit card (automatic),100.75,5985
2845-HSJCY,2018-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,87.25,1258.6
5469-NUJUR,2018-07-01,No,Two year,Yes,Mailed check,19.95,373.5
1184-PJVDB,2019-01-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,79.95,857.2
2625-TRCZQ,2015-11-01,No,Month-to-month,Yes,Electronic check,49.65,2553.35
4102-HLENU,2014-07-01,No,Two year,No,Mailed check,65.65,4322.85
7266-GSSJX,2019-03-01,No,Month-to-month,Yes,Electronic check,20.45,250.8
7722-VJRQD,2014-02-01,No,Two year,No,Bank transfer (automatic),60.95,4549.05
7073-QETQY,2014-08-01,No,One year,Yes,Electronic check,20.35,1359.5
9415-DPEWS,2018-06-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,88.35,1639.3
5624-RYAMH,2019-05-01,No,Month-to-month,Yes,Electronic check,19.5,178.85
0196-JTUQI,2019-05-01,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85
7130-YXBRO,2016-02-01,No,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1
9272-LSVYH,2019-04-01,No,Month-to-month,No,Mailed check,70.15,735.5
7943-RQCHR,2019-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,94.75,889.9
3793-MMFUH,2018-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,95.05,1290
3249-ZPQRG,2019-06-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,78.45,330.05
2568-BRGYX,2019-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,70.2,237.95
3084-DOWLE,2014-02-01,No,Two year,No,Bank transfer (automatic),92.0,6474.4
1084-MNSMJ,2015-11-01,No,Two year,No,Credit card (automatic),85.5,4421.95
7721-JXEAW,2014-12-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7
7249-WBIYX,2019-01-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,85.6,813.85
4238-HFHSN,2015-01-01,No,Month-to-month,Yes,Electronic check,82.15,4904.85
6250-CGGUN,2015-08-01,No,One year,No,Electronic check,84.4,4484.05
5478-JJVZK,2017-05-01,No,Month-to-month,Yes,Mailed check,60.9,2033.85
7596-IIWYC,2017-11-01,No,Two year,Yes,Bank transfer (automatic),20.25,538.2
6567-HOOPW,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,79.2,79.2
9793-WECQC,2018-03-01,No,Month-to-month,No,Mailed check,95.3,2192.9
4291-HPAXL,2020-01-01,No,Month-to-month,No,Mailed check,19.85,19.85
8999-YPYBV,2016-05-01,No,Two year,Yes,Mailed check,84.35,3858.05
1839-FBNFR,2016-11-01,No,Two year,Yes,Bank transfer (automatic),19.85,854.8
3164-AALRN,2019-07-01,2019-12-01 00:00:00,One year,Yes,Mailed check,70.0,347.4
3071-MVJCD,2014-02-01,No,Two year,No,Bank transfer (automatic),82.3,5815.15
1697-BCSHV,2015-04-01,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4
0562-KBDVM,2014-04-01,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15
1131-SUEKT,2015-01-01,No,One year,Yes,Bank transfer (automatic),98.45,6145.2
3717-OEAUQ,2019-12-01,No,Month-to-month,No,Mailed check,70.7,129.2
4538-WNTMJ,2016-04-01,No,One year,No,Mailed check,24.95,1165.9
3334-CTHOL,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95
4704-ERYFC,2018-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,69.25,1554
9432-RUVSL,2016-02-01,No,Two year,Yes,Credit card (automatic),102.5,4904.25
8060-HIWJJ,2014-10-01,No,Two year,No,Credit card (automatic),86.55,5632.55
7684-XSZIY,2014-02-01,No,Two year,No,Bank transfer (automatic),24.3,1643.25
9089-UOWJG,2019-02-01,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55
8621-MNIHH,2017-02-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,94.25,3217.55
8039-ACLPL,2014-02-01,No,Two year,No,Credit card (automatic),68.75,4888.2
9885-AIBVB,2017-09-01,No,Month-to-month,Yes,Electronic check,85.8,2440.25
1934-MKPXS,2017-05-01,No,One year,No,Credit card (automatic),20.1,620.55
2592-YKDIF,2020-01-01,No,Month-to-month,No,Mailed check,20.35,20.35
2272-JKMSI,2014-12-01,No,One year,Yes,Electronic check,110.8,6840.95
0471-LVHGK,2016-08-01,2020-01-01 00:00:00,One year,Yes,Electronic check,73.0,3001.2
9518-RWHZL,2014-07-01,2019-11-01 00:00:00,One year,Yes,Credit card (automatic),100.05,6254.2
8714-CTZJW,2019-10-01,No,Month-to-month,Yes,Credit card (automatic),82.85,319.6
3569-EDBPQ,2018-02-01,No,Month-to-month,Yes,Electronic check,84.35,1938.05
3131-NWVFJ,2018-12-01,No,One year,No,Mailed check,19.55,294.5
7521-YXVZY,2019-11-01,No,Month-to-month,No,Mailed check,19.95,58.3
